OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,sigma_x,sigma_y,sigma_z
STARLINK-30947,2023-186A,2025-08-01T00:31:33.312576,15.02514251,0.0001386,43.003,186.8197,290.6144,69.455,0,U,58473,999,9260,-0.00019102,-2.781e-05,0.0,0.5,0.5,0.5
STARLINK-30995,2023-186B,2025-08-01T00:32:20.596704,15.27592198,0.000119,43.0042,55.5224,264.7844,95.2872,0,U,58474,999,9414,0.00012839,3.274e-05,0.0,0.5,0.5,0.5
STARLINK-30941,2023-186C,2025-07-31T22:46:12.841536,15.02531826,0.000112,43.0029,187.1293,283.0064,77.0653,0,U,58475,999,9264,8.7337e-05,9.76e-06,0.0,0.5,0.5,0.5
STARLINK-30980,2023-186D,2025-08-01T00:17:08.792448,15.02535065,0.0001252,43.0022,186.7428,289.2026,70.868,0,U,58476,999,9260,4.7225e-06,-1.4e-06,0.0,0.5,0.5,0.5
STARLINK-30965,2023-186E,2025-07-31T22:21:00.424224,15.025363,0.0001082,43.003,173.9871,270.6943,89.3775,0,U,58477,999,9279,4.5919e-05,4.17e-06,0.0,0.5,0.5,0.5
STARLINK-30990,2023-186F,2025-08-01T00:12:21.069216,15.02534946,0.0001276,43.0022,186.7172,278.3325,81.7373,0,U,58478,999,9271,3.7601e-05,3.04e-06,0.0,0.5,0.5,0.5
STARLINK-30984,2023-186H,2025-07-31T23:05:13.310304,15.02551668,0.0001729,43.0063,186.3658,278.0176,82.047,0,U,58480,999,9265,-0.00016247,-2.399e-05,0.0,0.5,0.5,0.5
STARLINK-30956,2023-186J,2025-07-31T21:53:06.432864,15.0253498,8.64e-05,43.0005,162.4303,273.8679,86.2064,0,U,58481,999,9292,1.0587e-05,-6e-07,0.0,0.5,0.5,0.5
STARLINK-30997,2023-186K,2025-07-31T23:29:11.845248,15.02542648,0.0001153,43.0011,186.4621,281.9897,78.0816,0,U,58482,999,9260,-3.5132e-05,-6.78e-06,0.0,0.5,0.5,0.5
STARLINK-30994,2023-186L,2025-07-30T23:02:10.608864,15.25905935,0.0001186,43.0058,72.3699,280.2207,79.851,0,U,58483,999,9389,-4.1683e-06,-3.66e-06,0.0,0.5,0.5,0.5
STARLINK-30991,2023-186M,2025-07-31T23:00:25.405632,15.02532364,0.0001556,43.0035,186.3369,294.2723,65.7956,0,U,58484,999,9264,5.257e-06,-1.33e-06,0.0,0.5,0.5,0.5
STARLINK-30979,2023-186N,2025-07-31T22:27:01.838016,15.02536647,0.0001027,43.0018,187.027,293.6079,66.4656,0,U,58485,999,9263,3.9766e-05,3.34e-06,0.0,0.5,0.5,0.5
STARLINK-31005,2023-186P,2025-07-31T22:22:14.259072,15.02525344,0.0001414,43.002,187.0023,284.2681,75.8004,0,U,58486,999,9263,0.00019332,2.408e-05,0.0,0.5,0.5,0.5
STARLINK-30987,2023-186Q,2025-07-31T22:17:26.471040,15.02535992,0.0001058,43.0016,186.9771,293.7544,66.3188,0,U,58487,999,9259,3.4229e-05,2.59e-06,0.0,0.5,0.5,0.5
STARLINK-31000,2023-186R,2025-07-31T22:12:38.723616,15.02537556,0.0001476,43.002,186.9511,272.3606,87.7067,0,U,58488,999,9263,-5.3292e-05,-9.23e-06,0.0,0.5,0.5,0.5
STARLINK-30993,2023-186S,2025-07-31T22:07:50.957184,15.02536589,0.0001471,43.0017,186.9263,284.4786,75.5893,0,U,58489,999,9259,3.301e-05,2.42e-06,0.0,0.5,0.5,0.5
STARLINK-30978,2023-186T,2025-07-31T15:40:08.622048,15.02536574,0.000121,43.002,188.3464,291.8991,68.1722,0,U,58490,999,9259,2.481e-05,1.32e-06,0.0,0.5,0.5,0.5
STARLINK-30953,2023-186U,2025-08-01T00:47:33.880128,15.27585729,0.0001235,43.0028,73.6461,270.8459,89.2251,0,U,58491,999,9388,-1.1267e-05,-5.72e-06,0.0,0.5,0.5,0.5
STARLINK-30986,2023-186V,2025-07-31T23:24:24.077088,15.02535642,0.00011,43.0018,186.4642,291.9687,68.1038,0,U,58492,999,9260,3.3971e-05,2.55e-06,0.0,0.5,0.5,0.5
STARLINK-30985,2023-186W,2025-07-31T23:19:36.889536,15.0255084,0.0001686,43.002,186.4393,325.4201,34.6532,0,U,58493,999,9261,-3.8365e-05,-7.22e-06,0.0,0.5,0.5,0.5
STARLINK-30981,2023-186X,2025-08-01T00:50:34.672128,15.0251025,7.41e-05,43.0015,186.0523,305.1337,54.9435,0,U,58494,999,9261,-0.00017353,-2.545e-05,0.0,0.5,0.5,0.5
STARLINK-31002,2023-186Y,2025-07-31T23:10:00.934176,15.02534668,0.0001264,43.0024,186.389,286.3447,73.7256,0,U,58495,999,9281,2.2585e-05,1.01e-06,0.0,0.5,0.5,0.5
STARLINK-31026,2023-191A,2025-07-31T02:02:29.226336,15.02534674,0.0001401,43.0018,231.1999,281.2566,78.8118,0,U,58508,999,9209,1.2813e-05,-3.1e-07,0.0,0.5,0.5,0.5
STARLINK-31020,2023-191B,2025-07-31T09:56:29.834880,15.02533934,0.0001753,43.0029,230.2204,291.8636,68.202,0,U,58509,999,9213,2.7287e-05,1.65e-06,0.0,0.5,0.5,0.5
STARLINK-30989,2023-191C,2025-08-01T02:15:38.394432,15.02533624,0.0001263,43.0021,225.013,290.5813,69.4894,0,U,58510,999,9229,5.0539e-06,-1.35e-06,0.0,0.5,0.5,0.5
STARLINK-30968,2023-191D,2025-07-31T11:49:17.335200,15.02536806,0.0001204,43.0022,228.2397,276.2224,83.8481,0,U,58511,999,9216,5.7124e-05,5.68e-06,0.0,0.5,0.5,0.5
STARLINK-30982,2023-191E,2025-07-31T11:44:31.062624,15.02528566,0.0001357,43.0026,228.2185,282.2345,77.8346,0,U,58512,999,9216,0.00011461,1.345e-05,0.0,0.5,0.5,0.5
STARLINK-30998,2023-191F,2025-07-31T11:39:41.919840,15.02539093,0.0001195,43.0017,228.1936,272.8237,87.2469,0,U,58513,999,9219,-3.6017e-06,-2.52e-06,0.0,0.5,0.5,0.5
STARLINK-30983,2023-191G,2025-07-31T09:01:38.425152,15.02536489,0.0001242,43.0026,228.2276,279.9071,80.1631,0,U,58514,999,9180,3.1779e-05,2.26e-06,0.0,0.5,0.5,0.5
STARLINK-31017,2023-191H,2025-07-31T21:49:29.092800,15.27577941,0.0001434,43.006,38.0063,272.4911,87.5777,0,U,58515,999,9441,1.286e-05,9.2e-07,0.0,0.5,0.5,0.5
STARLINK-31028,2023-191J,2025-07-31T09:54:23.269248,15.0253304,0.0001241,43.002,228.498,277.5571,82.513,0,U,58516,999,9215,1.0373e-05,-6.3e-07,0.0,0.5,0.5,0.5
STARLINK-31011,2023-191K,2025-08-01T03:32:09.339648,15.02556242,0.0001413,43.0015,224.556,284.8981,75.1705,0,U,58517,999,9229,0.00022182,2.796e-05,0.0,0.5,0.5,0.5
STARLINK-31021,2023-191L,2025-08-01T02:20:15.780768,15.02532605,0.0001285,43.0029,224.1629,279.9227,80.1471,0,U,58518,999,9229,2.111e-05,8.2e-07,0.0,0.5,0.5,0.5
STARLINK-31010,2023-191M,2025-08-01T02:25:03.295776,15.02533868,0.0001294,43.0024,224.1532,279.7422,80.3275,0,U,58519,999,9223,2.6705e-05,1.57e-06,0.0,0.5,0.5,0.5
STARLINK-31003,2023-191N,2025-08-01T00:11:08.490624,15.02534266,0.0001271,43.0019,225.2269,278.1716,81.8982,0,U,58520,999,9227,3.0928e-05,2.14e-06,0.0,0.5,0.5,0.5
STARLINK-31015,2023-191P,2025-07-31T09:44:47.594688,15.02536052,0.0001188,43.0024,228.453,278.6162,81.4546,0,U,58521,999,9212,3.2777e-05,2.39e-06,0.0,0.5,0.5,0.5
STARLINK-31023,2023-191Q,2025-07-31T09:39:59.824800,15.0253493,0.0001489,43.0022,228.4277,280.9648,79.1027,0,U,58522,999,9215,5.5295e-05,5.43e-06,0.0,0.5,0.5,0.5
STARLINK-30932,2023-191R,2025-08-01T01:32:29.148864,15.02533131,0.0001249,43.0022,224.7873,276.0785,83.9915,0,U,58523,999,9221,1.5531e-05,6e-08,0.0,0.5,0.5,0.5
STARLINK-30992,2023-191S,2025-07-31T01:31:46.278048,15.02534688,0.0001352,43.0028,230.1783,278.8726,81.1963,0,U,58524,999,9210,-9.1663e-06,-3.27e-06,0.0,0.5,0.5,0.5
STARLINK-30948,2023-191T,2025-08-01T01:22:56.684064,15.02507059,0.0001052,43.0017,224.7384,266.2367,93.8354,0,U,58525,999,9228,-0.00024823,-3.552e-05,0.0,0.5,0.5,0.5
STARLINK-31013,2023-191U,2025-07-31T12:32:16.628352,15.02536824,0.0001507,43.0019,227.6049,284.8147,75.2528,0,U,58526,999,9215,8.0285e-05,8.81e-06,0.0,0.5,0.5,0.5
STARLINK-31001,2023-191V,2025-08-01T00:54:06.441984,15.0254563,0.0001213,43.001,224.4999,291.2483,68.8229,0,U,58527,999,9211,3.7888e-06,-1.52e-06,0.0,0.5,0.5,0.5
STARLINK-31004,2023-191W,2025-07-31T12:27:28.499904,15.02540521,0.0001327,43.0018,227.5796,285.2295,74.84,0,U,58528,999,9217,5.5871e-05,5.51e-06,0.0,0.5,0.5,0.5
STARLINK-30988,2023-191X,2025-07-31T09:11:13.607232,15.0253893,0.0001313,43.001,228.2765,282.8564,77.2131,0,U,58529,999,9164,2.7986e-05,1.74e-06,0.0,0.5,0.5,0.5
STARLINK-31009,2023-191Y,2025-08-01T02:39:26.518176,15.02535868,0.0001687,43.0023,224.277,277.5617,82.5034,0,U,58530,999,9229,2.4654e-06,-1.7e-06,0.0,0.5,0.5,0.5
STARLINK-31012,2023-192A,2025-07-31T16:59:41.575776,15.30194051,0.000115,53.1614,9.0687,74.7248,285.3879,0,U,58531,999,9215,1.4171e-05,6.1e-07,0.0,0.5,0.5,0.5
STARLINK-31035,2023-192B,2025-07-31T16:28:30.239040,15.30188098,0.0001221,53.1615,356.1364,92.631,267.4831,0,U,58532,999,9352,-1.9313e-06,-4.16e-06,0.0,0.5,0.5,0.5
STARLINK-31036,2023-192C,2025-07-31T16:11:14.237376,15.30193984,0.0001105,53.1613,9.6006,92.8392,267.2736,0,U,58533,999,9334,-4.9384e-06,-5.05e-06,0.0,0.5,0.5,0.5
STARLINK-30936,2023-192D,2025-07-31T15:33:22.928256,15.30173794,0.0002361,53.1606,359.4932,21.6728,338.4372,0,U,58534,999,9228,-0.00010442,-3.449e-05,0.0,0.5,0.5,0.5
STARLINK-31032,2023-192E,2025-07-31T17:04:14.998944,15.3019334,0.0001128,53.161,9.0854,75.8932,284.2194,0,U,58535,999,9215,3.2679e-05,6.09e-06,0.0,0.5,0.5,0.5
STARLINK-31037,2023-192F,2025-07-31T17:10:23.910528,15.30150869,0.0001052,53.1614,9.1341,78.024,282.0878,0,U,58536,999,9215,-0.00017034,-5.392e-05,0.0,0.5,0.5,0.5
STARLINK-31041,2023-192G,2025-07-31T17:08:48.743520,15.30193812,0.0001107,53.1612,9.1043,73.9925,286.1197,0,U,58537,999,9215,2.548e-05,3.96e-06,0.0,0.5,0.5,0.5
STARLINK-31014,2023-192H,2025-07-31T20:32:06.735264,15.30196069,0.0001084,53.1612,8.5679,92.906,267.2065,0,U,58538,999,9217,1.4412e-05,6.8e-07,0.0,0.5,0.5,0.5
STARLINK-31055,2023-192J,2025-07-31T20:36:40.277664,15.30195257,0.0001146,53.1614,8.5866,86.0543,274.0589,0,U,58539,999,9217,1.2929e-05,2.4e-07,0.0,0.5,0.5,0.5
STARLINK-31019,2023-192K,2025-07-31T17:14:53.163168,15.30204035,0.0001258,53.1618,9.1352,71.4965,288.6172,0,U,58540,999,9215,-3.7445e-05,-1.468e-05,0.0,0.5,0.5,0.5
STARLINK-31045,2023-192L,2025-07-31T22:12:28.708128,15.30187948,0.0001096,53.1602,85.0176,89.1572,270.9554,0,U,58541,999,9227,6.194e-05,1.475e-05,0.0,0.5,0.5,0.5
STARLINK-31030,2023-192M,2025-07-31T20:41:14.170848,15.30189796,7.89e-05,53.1623,8.6071,84.6407,275.4684,0,U,58542,999,9217,5.0405e-06,-2.1e-06,0.0,0.5,0.5,0.5
STARLINK-31049,2023-192N,2025-07-31T17:37:40.513152,15.302024,0.0001024,53.1616,9.232,113.99,246.1208,0,U,58543,999,9215,-7.8538e-05,-2.684e-05,0.0,0.5,0.5,0.5
STARLINK-31048,2023-192P,2025-07-31T16:41:28.011840,15.30169982,0.0001204,53.1625,8.9486,97.8824,262.2314,0,U,58544,999,9335,-6.5398e-05,-2.294e-05,0.0,0.5,0.5,0.5
STARLINK-31057,2023-192Q,2025-07-31T20:50:21.567552,15.30175762,0.0001219,53.162,8.6441,97.9727,262.1412,0,U,58545,999,9217,-5.6514e-05,-2.031e-05,0.0,0.5,0.5,0.5
STARLINK-31050,2023-192R,2025-07-31T20:54:54.718560,15.3018781,0.0001066,53.1617,8.6644,95.1979,264.9143,0,U,58546,999,9217,-1.565e-05,-8.22e-06,0.0,0.5,0.5,0.5
STARLINK-31063,2023-192S,2025-07-31T16:26:19.803552,15.30228754,9.81e-05,53.1618,358.9502,82.4309,277.6804,0,U,58547,999,9327,0.00019018,5.282e-05,0.0,0.5,0.5,0.5
STARLINK-31016,2023-192T,2025-07-31T16:46:00.499296,15.30187096,0.0001393,53.1633,8.9664,89.0534,271.0627,0,U,58548,999,9215,1.6498e-05,1.29e-06,0.0,0.5,0.5,0.5
STARLINK-31053,2023-192U,2025-07-31T17:51:21.898944,15.30187483,9.6e-05,53.1609,9.291,88.309,271.8021,0,U,58549,999,9215,-8.017e-06,-5.96e-06,0.0,0.5,0.5,0.5
STARLINK-31056,2023-192V,2025-07-31T15:16:31.334592,15.30193284,0.0001,53.1621,9.3353,93.8626,266.2489,0,U,58550,999,9214,1.7711e-05,1.65e-06,0.0,0.5,0.5,0.5
STARLINK-30999,2023-192W,2025-07-31T17:27:09.599616,15.30173843,0.0001257,53.162,359.1296,85.9693,274.1451,0,U,58551,999,9229,-6.0445e-05,-2.147e-05,0.0,0.5,0.5,0.5
STARLINK-31046,2023-192X,2025-07-31T18:02:00.003552,15.30188671,0.0001198,53.1617,9.3368,93.3022,266.8115,0,U,58552,999,9215,-7.4816e-07,-3.81e-06,0.0,0.5,0.5,0.5
STARLINK-31044,2023-200A,2025-07-30T22:53:21.121152,15.0253315,0.0001681,43.003,294.7314,272.7048,87.3602,0,U,58589,999,9024,0.00023115,2.92e-05,0.0,0.5,0.5,0.5
STARLINK-31062,2023-200B,2025-07-31T16:52:27.179040,15.02536284,0.0001568,43.0038,292.6195,272.6359,87.4304,0,U,58590,999,9033,5.1387e-05,4.91e-06,0.0,0.5,0.5,0.5
STARLINK-31096,2023-200D,2025-07-31T22:19:25.868064,15.02532057,7.8e-05,43.003,290.887,282.4318,77.6437,0,U,58592,999,9040,2.1699e-06,-1.74e-06,0.0,0.5,0.5,0.5
STARLINK-31094,2023-200E,2025-07-31T22:35:03.846336,15.02535066,0.0001238,43.003,290.1152,281.1921,78.8782,0,U,58593,999,9038,-1.6206e-05,-4.22e-06,0.0,0.5,0.5,0.5
STARLINK-31075,2023-200F,2025-07-31T22:15:52.897248,15.025377,0.0001405,43.0034,290.0057,280.2804,79.788,0,U,58594,999,9041,-5.5935e-06,-2.79e-06,0.0,0.5,0.5,0.5
STARLINK-30857,2023-200G,2025-07-31T22:20:40.442496,15.02537339,0.0001926,43.0039,290.0386,268.0161,92.0461,0,U,58595,999,9038,3.5034e-05,2.69e-06,0.0,0.5,0.5,0.5
STARLINK-31059,2023-200H,2025-07-31T23:05:20.956704,15.27584263,0.0001635,43.0031,178.6759,275.1716,84.8949,0,U,58596,999,9172,5.607e-05,1.281e-05,0.0,0.5,0.5,0.5
STARLINK-31087,2023-200J,2025-08-01T04:34:00.271488,15.02533196,0.0001471,43.0037,288.5426,271.3686,88.6988,0,U,58597,999,9032,-7.7246e-06,-3.08e-06,0.0,0.5,0.5,0.5
STARLINK-31079,2023-200K,2025-07-31T22:17:13.526592,15.04879568,0.0004394,43.0014,289.1732,314.0905,45.9577,0,U,58598,999,9039,0.0019328,0.00027699,0.0,0.5,0.5,0.5
STARLINK-31052,2023-200M,2025-08-01T04:24:24.749856,15.02536322,0.0001239,43.0041,288.4946,263.4672,96.603,0,U,58600,999,9044,4.1143e-05,3.52e-06,0.0,0.5,0.5,0.5
STARLINK-31074,2023-200N,2025-07-31T21:56:42.069984,15.02537521,0.0001304,43.0034,289.9141,266.8522,93.2171,0,U,58601,999,9038,1.707e-05,2.7e-07,0.0,0.5,0.5,0.5
STARLINK-31071,2023-200P,2025-07-31T21:37:26.403456,15.27583004,7.46e-05,43.0029,175.5696,278.9689,81.1078,0,U,58602,999,9172,5.6378e-05,1.29e-05,0.0,0.5,0.5,0.5
STARLINK-31080,2023-200Q,2025-07-31T12:17:32.159328,15.02538371,9.98e-05,43.0024,292.055,264.58,95.4929,0,U,58603,999,9013,5.5803e-05,5.5e-06,0.0,0.5,0.5,0.5
STARLINK-31088,2023-200R,2025-07-31T12:12:43.708608,15.02560182,6.17e-05,43.0032,292.0162,278.2439,81.8334,0,U,58604,999,9032,-0.00026874,-3.834e-05,0.0,0.5,0.5,0.5
STARLINK-31038,2023-200S,2025-07-31T12:03:02.532960,15.02627775,0.0001035,43.0034,291.9805,241.2199,118.8539,0,U,58605,999,9032,0.00094477,0.00012613,0.0,0.5,0.5,0.5
STARLINK-31082,2023-200T,2025-07-31T12:07:57.004032,15.025321,7.55e-05,43.0,292.0052,262.5922,97.4835,0,U,58606,999,9032,-2.8948e-06,-2.43e-06,0.0,0.5,0.5,0.5
STARLINK-31069,2023-200U,2025-07-31T13:34:05.043360,15.02537664,0.0001219,43.0029,291.5918,272.6314,87.4389,0,U,58607,999,9033,1.1684e-05,-4.6e-07,0.0,0.5,0.5,0.5
STARLINK-31067,2023-200V,2025-07-31T13:29:17.841984,15.02533625,0.0001286,43.0034,291.5662,276.6211,83.4485,0,U,58608,999,9033,1.1987e-05,-4.2e-07,0.0,0.5,0.5,0.5
STARLINK-31085,2023-200W,2025-08-01T05:21:46.645056,15.0253822,9.44e-05,43.0018,287.93,261.1739,98.8997,0,U,58609,999,9046,4.9715e-05,4.68e-06,0.0,0.5,0.5,0.5
STARLINK-31089,2023-200X,2025-08-01T05:07:33.843360,15.02545281,0.0001598,43.0022,288.6565,274.7677,85.2982,0,U,58610,999,9045,0.00063734,8.418e-05,0.0,0.5,0.5,0.5
STARLINK-31061,2023-200Y,2025-08-01T05:16:59.110176,15.02535326,0.0001489,43.0039,287.9036,270.182,89.8852,0,U,58611,999,9044,4.1503e-05,3.57e-06,0.0,0.5,0.5,0.5
STARLINK-31054,2023-203B,2025-08-01T04:00:19.886976,15.27580814,6.78e-05,43.0011,232.6314,284.0687,76.0089,0,U,58619,999,9094,-5.6229e-05,-1.809e-05,0.0,0.5,0.5,0.5
STARLINK-31134,2023-203D,2025-08-01T02:57:37.626624,15.27577767,0.0001146,43.0004,233.1634,238.8201,121.2538,0,U,58621,999,9099,2.6864e-05,4.77e-06,0.0,0.5,0.5,0.5
STARLINK-31133,2023-203E,2025-08-01T03:54:44.968608,15.2721484,8.74e-05,43.0012,232.6011,272.039,88.0362,0,U,58622,999,8983,-0.0056058,-0.00149762,0.0,0.5,0.5,0.5
STARLINK-31068,2023-203F,2025-08-01T02:15:04.509216,15.27572935,0.0001065,42.9998,232.9408,271.8607,88.2122,0,U,58623,999,9099,1.9711e-05,2.8e-06,0.0,0.5,0.5,0.5
STARLINK-31129,2023-203G,2025-08-01T02:11:22.366176,15.27575289,0.0001027,43.0005,232.9191,267.0206,93.0528,0,U,58624,999,9099,-1.0435e-05,-5.49e-06,0.0,0.5,0.5,0.5
STARLINK-30774,2023-203H,2025-07-31T10:24:30.654432,15.27353126,9.81e-05,42.9989,236.5845,67.8682,292.2274,0,U,58625,999,8972,-0.00090697,-0.00024963,0.0,0.5,0.5,0.5
STARLINK-31086,2023-203J,2025-08-01T03:02:58.220736,15.275773,0.0001117,43.0005,232.3285,253.5721,106.5008,0,U,58626,999,9105,4.1886e-05,8.91e-06,0.0,0.5,0.5,0.5
STARLINK-31065,2023-203K,2025-07-31T10:03:53.948160,15.27581716,0.0001142,42.9977,236.4865,269.73,90.3421,0,U,58627,999,8972,3.8906e-05,8.09e-06,0.0,0.5,0.5,0.5
STARLINK-31092,2023-203L,2025-08-01T02:00:15.138720,15.27589813,0.0001337,42.9978,232.8599,274.8589,85.211,0,U,58628,999,9099,0.0001181,2.99e-05,0.0,0.5,0.5,0.5
STARLINK-31091,2023-203M,2025-08-01T01:47:20.765760,15.25907116,0.000153,43.0012,235.3827,273.0359,87.0317,0,U,58629,999,9086,6.0412e-07,-2.42e-06,0.0,0.5,0.5,0.5
STARLINK-31084,2023-203N,2025-08-01T03:18:20.918304,15.25956565,0.0001421,43.0017,234.9993,260.282,99.7871,0,U,58630,999,9103,-0.0003417,-9.197e-05,0.0,0.5,0.5,0.5
STARLINK-31064,2023-203P,2025-07-31T09:54:59.743008,15.25900913,0.0002179,43.0018,239.0207,282.5508,77.5099,0,U,58631,999,9086,-3.9538e-05,-1.292e-05,0.0,0.5,0.5,0.5
STARLINK-31081,2023-203Q,2025-07-31T09:51:44.523072,15.25903859,0.0002368,43.0019,239.0022,280.7978,79.2606,0,U,58632,999,9092,1.5131e-05,1.38e-06,0.0,0.5,0.5,0.5
STARLINK-31022,2023-203R,2025-08-01T03:15:05.415840,15.2590645,0.0001586,43.0009,234.9815,271.6845,88.3825,0,U,58633,999,9103,-5.5251e-06,-4.02e-06,0.0,0.5,0.5,0.5
STARLINK-31025,2023-203S,2025-07-31T11:12:08.699904,15.25906916,0.0001638,43.0012,235.0524,262.8082,97.2583,0,U,58634,999,9097,9.9764e-06,3e-08,0.0,0.5,0.5,0.5
STARLINK-31018,2023-203T,2025-07-31T09:27:06.128352,15.27580385,0.0001493,43.0028,237.1566,279.2661,80.8022,0,U,58635,999,9094,5.2377e-05,1.179e-05,0.0,0.5,0.5,0.5
STARLINK-31008,2023-203U,2025-08-01T02:46:31.367712,15.27609494,6.7e-05,43.0028,233.1144,276.0027,84.0749,0,U,58636,999,9105,-0.00025762,-7.35e-05,0.0,0.5,0.5,0.5
STARLINK-31077,2023-203V,2025-08-01T02:37:16.517280,15.27573858,0.000132,43.0023,233.0604,259.8383,100.232,0,U,58637,999,9099,-4.8723e-05,-1.602e-05,0.0,0.5,0.5,0.5
STARLINK-31078,2023-203W,2025-08-01T04:05:53.111904,15.27578612,9.57e-05,43.0016,232.6606,286.4942,73.5804,0,U,58638,999,9107,-1.8053e-05,-7.59e-06,0.0,0.5,0.5,0.5
STARLINK-31070,2023-203X,2025-08-01T02:52:05.343456,15.27488628,0.0001046,43.0026,233.1404,314.1704,45.9062,0,U,58639,999,9105,0.00067288,0.00018248,0.0,0.5,0.5,0.5
STARLINK-31090,2023-203Y,2025-08-01T03:54:07.028640,15.27575225,0.0001623,43.0026,224.8208,276.0037,84.063,0,U,58640,999,9116,2.0107e-05,2.91e-06,0.0,0.5,0.5,0.5
STARLINK-31113,2023-211B,2025-07-31T10:59:43.163808,15.27564175,0.0001326,43.0026,254.3766,262.4858,97.5844,0,U,58668,999,8863,-6.3715e-05,-2.014e-05,0.0,0.5,0.5,0.5
STARLINK-31128,2023-211C,2025-07-31T09:49:35.531328,15.27586037,3.56e-05,42.9971,254.8669,277.5048,82.5763,0,U,58669,999,8862,6.5048e-05,1.529e-05,0.0,0.5,0.5,0.5
STARLINK-31083,2023-211D,2025-08-01T04:09:51.924960,15.2758691,0.0002461,43.0025,250.2864,293.051,67.0082,0,U,58670,999,8991,-0.00029446,-8.359e-05,0.0,0.5,0.5,0.5
STARLINK-30828,2023-211E,2025-07-31T10:04:23.837376,15.27579283,0.0001143,42.9972,254.9471,268.4804,91.5917,0,U,58671,999,8862,1.7135e-05,2.1e-06,0.0,0.5,0.5,0.5
STARLINK-31104,2023-211F,2025-08-01T04:04:19.495776,15.27575278,0.0001451,43.0021,250.2519,279.9624,80.1063,0,U,58672,999,9002,-3.9047e-06,-3.7e-06,0.0,0.5,0.5,0.5
STARLINK-31131,2023-211G,2025-08-01T02:43:19.698816,15.27571262,0.0001196,43.0008,240.1715,265.1857,94.8858,0,U,58673,999,9013,9.8577e-05,2.451e-05,0.0,0.5,0.5,0.5
STARLINK-31124,2023-211H,2025-07-31T12:39:24.318720,15.2758135,0.0001449,43.0005,254.0361,272.8233,87.2453,0,U,58674,999,8864,0.00012998,3.316e-05,0.0,0.5,0.5,0.5
STARLINK-31126,2023-211J,2025-07-31T04:26:25.472256,15.27576609,0.0001287,43.0024,255.7532,287.4704,72.6007,0,U,58675,999,8859,1.5222e-05,1.57e-06,0.0,0.5,0.5,0.5
STARLINK-31066,2023-211K,2025-07-31T16:29:15.421056,15.02535351,0.0001423,43.0048,355.5537,268.1492,91.9188,0,U,58676,999,8874,1.3475e-05,-2.2e-07,0.0,0.5,0.5,0.5
STARLINK-31058,2023-211L,2025-07-31T11:08:57.007680,15.27581251,0.0001241,43.0001,254.4238,266.9457,93.1253,0,U,58677,999,8863,4.5683e-05,9.95e-06,0.0,0.5,0.5,0.5
STARLINK-31125,2023-211M,2025-07-31T10:08:05.942400,15.27579443,9.27e-05,42.9973,254.9647,264.8176,95.2569,0,U,58678,999,8979,-9.5286e-06,-5.24e-06,0.0,0.5,0.5,0.5
STARLINK-31110,2023-211N,2025-08-01T02:56:03.790176,15.27582039,0.0001355,42.9998,250.7581,268.3125,91.7571,0,U,58679,999,9000,5.6426e-05,1.291e-05,0.0,0.5,0.5,0.5
STARLINK-31112,2023-211P,2025-08-01T03:07:09.270624,15.27587843,0.0002049,42.9981,250.8158,274.1257,85.936,0,U,58680,999,8991,0.00020785,5.463e-05,0.0,0.5,0.5,0.5
STARLINK-31147,2023-211Q,2025-07-31T10:13:39.083520,15.27579745,2.54e-05,43.0009,254.9923,243.1066,116.976,0,U,58681,999,8862,-4.5016e-06,-3.85e-06,0.0,0.5,0.5,0.5
STARLINK-31144,2023-211R,2025-08-01T02:28:19.163712,15.27576547,0.0001101,42.9996,250.6104,254.0544,106.0187,0,U,58682,999,9001,2.9017e-05,5.37e-06,0.0,0.5,0.5,0.5
STARLINK-31095,2023-211S,2025-08-01T03:47:52.972800,15.27576428,0.0001045,43.0027,251.0279,283.8376,76.236,0,U,58683,999,9000,2.2664e-06,-2e-06,0.0,0.5,0.5,0.5
STARLINK-31107,2023-211T,2025-07-31T02:50:37.620672,15.27577269,0.0001394,42.9995,256.9952,318.9367,41.138,0,U,58684,999,8857,7.317e-05,1.752e-05,0.0,0.5,0.5,0.5
STARLINK-31121,2023-211U,2025-08-01T02:33:57.468096,15.27442094,0.0005864,42.9978,250.6458,105.2178,254.9322,0,U,58685,999,8990,-0.00094775,-0.00026157,0.0,0.5,0.5,0.5
STARLINK-31137,2023-211V,2025-08-01T03:25:41.083104,15.2757984,0.000296,42.9965,250.9105,136.4084,223.7002,0,U,58686,999,9000,-0.00011409,-3.401e-05,0.0,0.5,0.5,0.5
STARLINK-31139,2023-211X,2025-08-01T03:00:33.159456,15.25910213,0.0001238,42.9977,249.951,273.6114,86.4595,0,U,58688,999,9002,0.00011703,2.805e-05,0.0,0.5,0.5,0.5
STARLINK-31106,2023-211Y,2025-08-01T03:14:34.753344,15.2757003,0.0003174,42.9963,250.8525,122.9713,237.1444,0,U,58689,999,8990,-6.8766e-06,-4.52e-06,0.0,0.5,0.5,0.5
