OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,sigma_x,sigma_y,sigma_z
STARLINK-1008,2019-074B,2025-07-31T23:15:03.751488,15.06396996,0.0001278,53.0545,97.4753,82.3855,277.7279,0,U,44714,999,31548,0.00020482,2.77e-05,0.0,0.5,0.5,0.5
STARLINK-1010,2019-074D,2025-07-31T22:00:01.999584,15.63201326,0.0003107,53.0537,70.414,203.3956,46.129,0,U,44716,999,592,0.0012968,0.00122145,0.0,0.5,0.5,0.5
STARLINK-1011,2019-074E,2025-08-01T06:00:02.000160,15.1501573,0.0001796,53.0538,116.0772,85.1009,41.6479,0,U,44717,999,31541,0.085747,0.01780192,0.0,0.5,0.5,0.5
STARLINK-1012,2019-074F,2025-07-31T22:43:13.415520,15.06389617,0.0001269,53.0554,97.5754,91.6389,268.4745,0,U,44718,999,31547,6.3114e-05,6.59e-06,0.0,0.5,0.5,0.5
STARLINK-1013,2019-074G,2025-07-31T22:00:01.999584,15.90288104,0.0003075,53.0451,57.1923,112.944,277.0899,0,U,44719,999,31620,0.00097692,0.00300804,4.4453e-05,0.5,0.5,0.5
STARLINK-1015,2019-074J,2025-08-01T06:00:02.000160,15.74822337,0.0006597,53.0511,61.8889,110.5886,113.2502,0,U,44721,999,31616,0.00059254,0.00089619,0.0,0.5,0.5,0.5
STARLINK-1017,2019-074L,2025-07-31T22:37:47.684928,15.08403699,0.0003264,53.0536,97.2062,94.7532,265.3831,0,U,44723,999,31548,0.00089207,0.00013772,0.0,0.5,0.5,0.5
STARLINK-1019,2019-074M,2025-07-31T22:37:53.945472,15.06390638,0.000142,53.0541,97.5897,90.9793,269.1359,0,U,44724,999,31564,-0.00015979,-2.66e-05,0.0,0.5,0.5,0.5
STARLINK-1020,2019-074N,2025-07-31T22:45:52.271424,15.0639373,0.000164,53.0553,117.5655,121.5359,238.579,0,U,44725,999,31519,4.0378e-05,3.2e-06,0.0,0.5,0.5,0.5
STARLINK-1021,2019-074P,2025-07-31T22:00:01.999584,15.70698992,0.0008092,53.048,67.6199,113.4307,243.4795,0,U,44726,999,564,0.0012888,0.00165649,0.0,0.5,0.5,0.5
STARLINK-1029,2019-074X,2025-08-01T06:00:02.000160,15.67996473,0.0007617,53.0573,348.1169,280.4391,127.3649,0,U,44734,999,31718,0.0022274,0.0025924,0.0,0.5,0.5,0.5
STARLINK-1030,2019-074Y,2025-08-01T06:00:02.000160,15.77850889,0.0006609,53.0478,85.6323,100.8795,83.2387,0,U,44735,999,31583,0.00083492,0.00145633,0.0,0.5,0.5,0.5
STARLINK-1031,2019-074Z,2025-07-31T21:38:48.735744,15.30727022,0.0005165,53.0579,107.3904,81.2767,278.8818,0,U,44736,999,31534,0.0012996,0.00038982,0.0,0.5,0.5,0.5
STARLINK-1036,2019-074AE,2025-08-01T04:14:57.601248,15.06388072,0.0001257,53.0552,116.5427,87.8736,272.2397,0,U,44741,999,31540,-7.2825e-06,-3.9e-06,0.0,0.5,0.5,0.5
STARLINK-1039,2019-074AH,2025-08-01T04:01:54.401664,15.07118715,0.0002658,53.0525,136.5432,117.9095,242.2163,0,U,44744,999,31512,0.0018542,0.0002799,0.0,0.5,0.5,0.5
STARLINK-1042,2019-074AL,2025-07-31T19:32:44.158272,15.39258198,0.0003039,53.0484,65.4295,158.2529,201.8604,0,U,44747,999,31594,0.00039536,0.00015262,0.0,0.5,0.5,0.5
STARLINK-1043,2019-074AM,2025-08-01T01:59:36.370176,15.06388406,0.0001411,53.0549,136.9625,93.8873,266.2277,0,U,44748,999,31511,-5.058e-05,-1.034e-05,0.0,0.5,0.5,0.5
STARLINK-1046,2019-074AQ,2025-08-01T03:56:22.457184,15.06389075,0.0001431,53.0546,136.5995,88.3613,271.754,0,U,44751,999,31512,-9.8222e-05,-1.744e-05,0.0,0.5,0.5,0.5
STARLINK-1047,2019-074AR,2025-07-31T23:31:10.992576,15.26167331,0.0001172,53.0725,92.4292,193.7908,166.3058,0,U,44752,999,31573,0.00026982,6.727e-05,0.0,0.5,0.5,0.5
STARLINK-1048,2019-074AS,2025-08-01T01:22:27.432480,15.0639241,0.000134,53.0538,97.0781,85.6944,274.4198,0,U,44753,999,31566,9.8475e-05,1.185e-05,0.0,0.5,0.5,0.5
STARLINK-1053,2019-074AX,2025-08-01T00:46:06.209184,15.51534745,0.0001422,53.0439,87.3275,117.6769,242.4384,0,U,44758,999,31580,0.00049685,0.00029559,0.0,0.5,0.5,0.5
STARLINK-1054,2019-074AY,2025-07-31T23:00:51.808608,15.49842572,0.0007685,53.0497,118.8038,79.4856,280.7017,0,U,44759,999,31283,0.0021149,0.00121406,0.0,0.5,0.5,0.5
STARLINK-1056,2019-074BA,2025-08-01T02:28:20.870112,15.60401955,9.11e-05,53.048,111.8484,121.1496,238.9606,0,U,44761,999,31547,0.00051199,0.00042507,0.0,0.5,0.5,0.5
STARLINK-1057,2019-074BB,2025-07-31T22:00:01.999584,15.71052216,0.0008782,53.0477,88.7306,96.8252,130.6054,0,U,44762,999,590,0.0012408,0.00161817,0.0,0.5,0.5,0.5
STARLINK-1060,2019-074BE,2025-07-31T22:35:16.143648,15.06388415,0.0001421,53.0546,117.5977,87.136,272.9791,0,U,44765,999,31519,4.2372e-05,3.5e-06,0.0,0.5,0.5,0.5
STARLINK-1063,2019-074BH,2025-07-31T22:53:49.995168,15.06386491,0.0001367,53.0544,137.5389,91.9445,268.17,0,U,44768,999,31493,-3.8031e-05,-8.48e-06,0.0,0.5,0.5,0.5
STARLINK-1067,2019-074BL,2025-08-01T01:48:59.319648,15.06390922,0.0001368,53.0547,136.996,84.119,275.9955,0,U,44771,999,31511,2.2569e-06,-2.48e-06,0.0,0.5,0.5,0.5
STARLINK-1068,2019-074BM,2025-08-01T00:00:10.716192,15.06388762,0.0001472,53.0548,117.3344,96.6765,263.4392,0,U,44772,999,31537,-8.6115e-07,-2.94e-06,0.0,0.5,0.5,0.5
STARLINK-1098,2020-001D,2025-08-01T06:00:02.000160,15.86404574,0.0011747,53.0491,223.8975,346.8101,140.0222,0,U,44917,999,30707,0.004653,0.01364689,0.0,0.5,0.5,0.5
STARLINK-1104,2020-001J,2025-07-31T22:00:01.999584,15.8436009,0.0010623,53.0516,226.6231,351.7537,134.1507,0,U,44922,999,604,0.0012253,0.00294927,0.0,0.5,0.5,0.5
STARLINK-1112,2020-001M,2025-07-31T17:33:30.615840,15.39085802,0.0009209,53.0534,242.0669,314.506,45.519,0,U,44925,999,30677,0.0019013,0.00075171,0.0,0.5,0.5,0.5
STARLINK-1114,2020-001P,2025-07-31T15:22:40.114848,15.06400922,9.89e-05,53.055,258.9472,73.9362,286.1736,0,U,44927,999,30653,0.00011814,1.479e-05,0.0,0.5,0.5,0.5
STARLINK-1123,2020-001S,2025-08-01T02:52:40.795968,15.06395272,0.0001122,53.0532,256.7952,79.4397,280.6719,0,U,44930,999,30660,3.2636e-05,2.05e-06,0.0,0.5,0.5,0.5
STARLINK-1144,2020-001V,2025-08-01T04:48:36.939456,15.4100828,0.0003663,53.0506,219.247,83.2987,276.8434,0,U,44933,999,30843,0.00063825,0.00026419,0.0,0.5,0.5,0.5
STARLINK-1071,2020-001W,2025-07-31T22:00:01.999584,15.8341131,0.0011732,53.0446,202.6721,0.9189,212.5063,0,U,44934,999,600,0.00095825,0.0021861,0.0,0.5,0.5,0.5
STARLINK-1079,2020-001Z,2025-08-01T06:44:53.252160,16.09121261,0.0001889,53.0234,116.4257,298.7217,159.4759,0,U,44937,999,30858,0.00076817,0.00698694,0.0002684,0.5,0.5,0.5
STARLINK-1091,2020-001AC,2025-08-01T06:00:02.000160,15.59511454,0.0009453,53.0471,212.6339,356.0507,128.4217,0,U,44940,999,30722,0.001622,0.00132963,0.0,0.5,0.5,0.5
STARLINK-1094,2020-001AD,2025-08-01T01:35:42.978624,15.06391954,9.92e-05,53.054,237.0348,82.1389,277.9712,0,U,44941,999,30687,2.9356e-05,1.56e-06,0.0,0.5,0.5,0.5
STARLINK-1096,2020-001AE,2025-07-31T19:48:17.989344,15.68012821,0.0001908,52.9976,43.4115,112.7702,247.3515,0,U,44942,999,30955,0.00053926,0.00060807,0.0,0.5,0.5,0.5
STARLINK-1122,2020-001AM,2025-08-01T05:18:38.644704,15.06386896,9.74e-05,53.0539,236.3385,78.519,281.5908,0,U,44949,999,30689,-5.6403e-05,-1.121e-05,0.0,0.5,0.5,0.5
STARLINK-1066,2020-001AS,2025-08-01T06:00:02.000160,15.76024916,0.0013287,53.0481,184.7955,15.3182,131.2737,0,U,44954,999,30756,0.0009896,0.00160185,0.0,0.5,0.5,0.5
STARLINK-1080,2020-001AZ,2025-08-01T05:15:59.126112,15.06391199,0.0001192,53.0533,216.3518,83.636,276.4764,0,U,44961,999,30718,-1.4056e-05,-4.91e-06,0.0,0.5,0.5,0.5
STARLINK-1090,2020-001BG,2025-08-01T05:21:17.684640,15.06390904,0.0001028,53.0534,216.335,76.405,283.7053,0,U,44968,999,30718,-1.656e-05,-5.28e-06,0.0,0.5,0.5,0.5
STARLINK-1093,2020-001BJ,2025-08-01T03:51:44.883360,16.09167951,0.0003654,53.0355,107.7722,227.0111,291.0646,0,U,44970,999,30867,0.00075056,0.00685308,0.00025795,0.5,0.5,0.5
STARLINK-1107,2020-001BL,2025-08-01T03:29:54.267936,15.48343718,1e-05,53.0151,163.7032,232.2756,127.8242,0,U,44972,999,30791,0.0010816,0.00058151,0.0,0.5,0.5,0.5
STARLINK-1115,2020-001BM,2025-08-01T06:00:02.000160,15.84593452,0.000638,53.0273,126.3139,54.0395,342.3328,0,U,44973,999,30844,0.0011304,0.00273779,0.0,0.5,0.5,0.5
STARLINK-1132,2020-006A,2025-08-01T02:47:22.595136,15.0639291,0.0001297,53.0539,176.8104,86.2574,273.8564,0,U,45044,999,30383,-3.7723e-05,-8.43e-06,0.0,0.5,0.5,0.5
STARLINK-1131,2020-006D,2025-08-01T05:24:02.650752,15.0639376,0.0001386,53.0538,196.8611,86.0315,274.0832,0,U,45047,999,30356,-5.3642e-06,-3.61e-06,0.0,0.5,0.5,0.5
STARLINK-1134,2020-006E,2025-08-01T03:45:29.769984,15.20022348,0.0002874,53.053,185.9085,242.6335,117.4367,0,U,45048,999,30371,0.0021636,0.00047205,0.0,0.5,0.5,0.5
STARLINK-1156,2020-006L,2025-07-31T15:57:10.277856,15.06398546,0.0001187,53.0542,198.8396,75.7818,284.3303,0,U,45054,999,30348,2.4797e-05,8.8e-07,0.0,0.5,0.5,0.5
STARLINK-1159,2020-006P,2025-08-01T05:02:43.381248,15.06387812,0.0001105,53.054,196.3887,78.1368,281.9744,0,U,45057,999,30357,2.6471e-06,-2.42e-06,0.0,0.5,0.5,0.5
STARLINK-1166,2020-006S,2025-08-01T05:18:38.695680,15.06389855,0.0001278,53.0538,196.3413,86.2939,273.8197,0,U,45060,999,30357,-2.4608e-05,-6.48e-06,0.0,0.5,0.5,0.5
STARLINK-1169,2020-006T,2025-07-31T23:07:05.698560,15.06389319,0.0001176,53.0542,197.5001,79.5829,280.5292,0,U,45061,999,30319,-3.779e-05,-8.44e-06,0.0,0.5,0.5,0.5
STARLINK-1171,2020-006U,2025-08-01T05:08:01.931136,15.06388522,0.0001205,53.0533,196.3708,84.1641,275.9485,0,U,45062,999,30357,-2.0076e-05,-5.8e-06,0.0,0.5,0.5,0.5
STARLINK-1133,2020-006W,2025-08-01T03:51:04.949280,15.06403011,0.0001267,53.0539,176.609,91.3141,268.7994,0,U,45064,999,30385,4.0896e-05,3.28e-06,0.0,0.5,0.5,0.5
STARLINK-1150,2020-006Z,2025-08-01T06:00:02.000160,15.72280154,0.0010064,53.0479,149.925,48.5238,103.3622,0,U,45067,999,30422,0.0013626,0.00187941,0.0,0.5,0.5,0.5
STARLINK-1167,2020-006AD,2025-08-01T04:28:12.778464,15.06396749,0.0001282,53.0538,176.4992,87.4472,272.6664,0,U,45071,999,30384,-1.3494e-05,-4.82e-06,0.0,0.5,0.5,0.5
STARLINK-1168,2020-006AE,2025-08-01T02:57:59.187744,15.06394648,0.0001322,53.0543,176.7791,85.1417,274.9723,0,U,45072,999,30384,-5.6757e-05,-1.127e-05,0.0,0.5,0.5,0.5
STARLINK-1172,2020-006AG,2025-07-31T22:27:17.504928,15.06397595,0.0001574,53.0544,177.626,90.0564,270.0605,0,U,45074,999,30346,-9.3628e-06,-4.21e-06,0.0,0.5,0.5,0.5
STARLINK-1153,2020-006AN,2025-07-31T15:33:17.294976,15.06388009,0.0001396,53.0536,178.9157,89.7573,270.3576,0,U,45080,999,30342,0.00016573,2.187e-05,0.0,0.5,0.5,0.5
STARLINK-1151,2020-006AP,2025-07-31T21:34:13.767744,15.06389641,0.0001366,53.0545,177.8629,82.3828,277.7316,0,U,45081,999,30381,-1.0545e-05,-4.38e-06,0.0,0.5,0.5,0.5
STARLINK-1190,2020-006AR,2025-07-31T21:27:30.136320,15.64358686,0.0001393,53.0527,172.8553,133.6347,226.4783,0,U,45083,999,30353,0.00079271,0.00077506,0.0,0.5,0.5,0.5
STARLINK-1173,2020-006AS,2025-08-01T06:00:02.000160,15.64335973,0.0005405,53.0522,136.6305,102.2906,270.8666,0,U,45084,999,30452,0.0017443,0.00173163,0.0,0.5,0.5,0.5
STARLINK-1179,2020-006AT,2025-08-01T04:14:58.465248,15.71584105,0.0007422,53.0469,131.1731,67.0618,293.1182,0,U,45085,999,30448,0.00094073,0.00124693,0.0,0.5,0.5,0.5
STARLINK-1185,2020-006AV,2025-07-31T20:59:43.038816,15.06387706,0.0001289,53.0545,157.8951,91.4053,268.7084,0,U,45087,999,30419,-1.3325e-06,-3.01e-06,0.0,0.5,0.5,0.5
STARLINK-1183,2020-006AW,2025-08-01T03:53:43.494144,15.06389946,0.0001634,53.0547,156.6032,79.7133,280.404,0,U,45088,999,30378,5.6672e-06,-1.97e-06,0.0,0.5,0.5,0.5
STARLINK-1176,2020-006AY,2025-08-01T05:04:11.454816,15.62282496,0.000956,53.0511,133.7053,62.575,297.6234,0,U,45090,999,30410,0.0011438,0.00103817,0.0,0.5,0.5,0.5
STARLINK-1142,2020-006BB,2025-07-31T22:01:07.595328,15.42796996,0.0002697,53.0425,119.6296,116.6804,243.4477,0,U,45093,999,30428,0.0012835,0.00057078,0.0,0.5,0.5,0.5
STARLINK-1146,2020-006BC,2025-07-31T22:00:01.999584,15.714943,0.0008032,53.0503,133.6234,76.7261,161.3915,0,U,45094,999,30443,0.00039997,0.00052021,0.0,0.5,0.5,0.5
STARLINK-1147,2020-006BD,2025-08-01T06:00:02.000160,15.71230877,0.0004823,53.0478,134.2608,101.2337,115.2091,0,U,45095,999,30445,0.00086822,0.00113079,0.0,0.5,0.5,0.5
STARLINK-1152,2020-006BE,2025-08-01T02:31:32.952864,15.17944972,0.0002871,53.0529,148.2412,322.5894,37.49,0,U,45096,999,30423,0.0011344,0.00023072,0.0,0.5,0.5,0.5
STARLINK-1184,2020-006BG,2025-07-31T13:55:05.268576,15.06395518,0.0001608,53.0544,159.2192,89.1154,271.0019,0,U,45098,999,30224,-7.1044e-06,-3.87e-06,0.0,0.5,0.5,0.5
STARLINK-1193,2020-006BJ,2025-08-01T02:34:06.153888,15.06393784,0.0001297,53.0544,156.8525,80.0146,280.099,0,U,45100,999,30412,-1.6282e-05,-5.24e-06,0.0,0.5,0.5,0.5
STARLINK-1143,2020-012B,2025-07-31T19:38:36.993408,15.28146938,0.0002555,53.0585,299.3007,290.3405,69.7319,0,U,45179,999,30181,0.0013959,0.00038669,0.0,0.5,0.5,0.5
STARLINK-1200,2020-012D,2025-08-01T06:00:02.000160,15.85798063,0.0013778,53.051,290.1292,323.6815,172.0432,0,U,45181,999,30132,0.00073512,0.00187626,0.0,0.5,0.5,0.5
STARLINK-1201,2020-012E,2025-08-01T06:00:02.000160,15.7848634,0.0014397,53.0469,268.7315,320.2689,40.8299,0,U,45182,999,30162,0.00036657,0.0006515,0.0,0.5,0.5,0.5
STARLINK-1202,2020-012F,2025-07-31T13:44:28.894560,15.06390321,0.0001402,53.0559,319.2524,81.6109,278.5039,0,U,45183,999,30086,5.2534e-05,5.01e-06,0.0,0.5,0.5,0.5
STARLINK-1216,2020-012H,2025-07-31T13:33:50.980896,15.06395554,0.0001373,53.0547,319.2847,87.4499,272.6647,0,U,45185,999,30145,-5.2146e-05,-1.058e-05,0.0,0.5,0.5,0.5
STARLINK-1224,2020-012J,2025-07-31T22:00:01.999584,15.79881763,0.0012437,53.0471,291.9931,310.6203,100.5311,0,U,45186,999,566,0.00071323,0.00136654,0.0,0.5,0.5,0.5
STARLINK-1225,2020-012K,2025-07-31T14:00:23.489280,15.06394026,0.0001443,53.0553,319.2052,94.687,265.4284,0,U,45187,999,30150,-0.00011658,-2.017e-05,0.0,0.5,0.5,0.5
STARLINK-1228,2020-012L,2025-07-31T22:00:01.999584,15.85678083,0.0010507,53.045,230.9199,336.9413,100.4625,0,U,45188,999,30178,0.00081213,0.00205959,0.0,0.5,0.5,0.5
STARLINK-1230,2020-012M,2025-07-31T18:52:19.039872,15.06428276,0.0001315,53.0557,318.2923,82.6873,277.4265,0,U,45189,999,29876,0.00060922,8.811e-05,0.0,0.5,0.5,0.5
STARLINK-1234,2020-012N,2025-07-31T11:21:09.941472,15.06395126,0.0001136,53.0552,279.699,90.1176,269.9943,0,U,45190,999,30195,3.5629e-05,2.49e-06,0.0,0.5,0.5,0.5
STARLINK-1237,2020-012Q,2025-07-31T22:00:01.999584,15.85727561,0.0011061,53.0601,292.1548,322.8262,87.7351,0,U,45192,999,30098,0.00051605,0.00129855,0.0,0.5,0.5,0.5
STARLINK-1240,2020-012S,2025-07-31T22:00:01.999584,15.75752524,0.0014422,53.0475,291.1057,307.2817,305.73,0,U,45194,999,30099,0.00059206,0.00093798,0.0,0.5,0.5,0.5
STARLINK-1244,2020-012U,2025-07-31T22:00:01.999584,15.7889459,0.0012666,53.0475,291.8575,307.9649,13.2355,0,U,45196,999,602,0.00022601,0.00040474,0.0,0.5,0.5,0.5
STARLINK-1269,2020-012V,2025-07-31T14:21:37.373472,15.06390516,0.0001412,53.0561,319.1375,94.9085,265.2065,0,U,45197,999,30148,-0.0001017,-1.796e-05,0.0,0.5,0.5,0.5
STARLINK-1154,2020-012W,2025-07-31T12:32:49.579584,15.06389023,0.0001256,53.0551,299.4752,91.7758,268.3375,0,U,45198,999,30172,1.5788e-05,-4.6e-07,0.0,0.5,0.5,0.5
STARLINK-1199,2020-012Z,2025-07-31T22:21:56.670624,15.06413145,0.0001426,53.0552,297.6417,91.2261,268.8891,0,U,45201,999,30090,-4.2781e-05,-9.19e-06,0.0,0.5,0.5,0.5
STARLINK-1206,2020-012AC,2025-08-01T06:00:02.000160,15.76475771,0.0013488,53.0476,270.5485,320.4442,198.3357,0,U,45204,999,30131,0.00055047,0.00089886,0.0,0.5,0.5,0.5
STARLINK-1208,2020-012AD,2025-08-01T06:00:02.000160,15.73060184,0.0014782,53.0509,270.2736,319.1728,232.4269,0,U,45205,999,30132,0.00092284,0.00130965,0.0,0.5,0.5,0.5
STARLINK-1209,2020-012AE,2025-07-31T19:24:10.698624,15.0639322,0.0001283,53.0555,278.1957,87.3608,272.7528,0,U,45206,999,30115,-5.5029e-05,-1.101e-05,0.0,0.5,0.5,0.5
STARLINK-1210,2020-012AF,2025-08-01T04:02:09.410208,15.38081954,0.0003891,53.0314,262.3554,47.9302,312.2031,0,U,45207,999,30142,0.00086519,0.00032665,0.0,0.5,0.5,0.5
STARLINK-1219,2020-012AJ,2025-08-01T06:00:02.000160,15.89367672,0.0006243,53.0401,239.5044,320.9207,119.7516,0,U,45210,999,30174,0.00056105,0.00169416,0.0,0.5,0.5,0.5
STARLINK-1231,2020-012AL,2025-07-31T12:10:49.208736,15.06607229,0.0001005,53.0537,299.5401,65.913,294.1964,0,U,45212,999,30173,0.0011885,0.00017565,0.0,0.5,0.5,0.5
STARLINK-1271,2020-012AR,2025-07-31T12:27:30.659040,15.06388638,0.0001094,53.0553,299.4922,77.843,282.2681,0,U,45217,999,30178,1.6535e-05,-3.5e-07,0.0,0.5,0.5,0.5
STARLINK-1191,2020-012AW,2025-08-01T04:36:10.929024,15.06420595,0.0001407,53.054,276.4732,87.7593,272.3557,0,U,45222,999,30122,0.00048016,6.882e-05,0.0,0.5,0.5,0.5
STARLINK-1212,2020-012AX,2025-07-31T11:31:53.656032,15.0639051,0.0001273,53.0554,280.3219,98.4287,261.6846,0,U,45223,999,30205,6.131e-05,6.32e-06,0.0,0.5,0.5,0.5
STARLINK-1215,2020-012AZ,2025-07-31T12:03:39.265056,15.06377069,0.0001371,53.0555,279.568,91.1867,268.9279,0,U,45225,999,30112,-2.9665e-05,-7.23e-06,0.0,0.5,0.5,0.5
STARLINK-1217,2020-012BA,2025-08-01T02:23:16.933056,15.66875649,0.0013243,53.0512,253.3979,331.1336,28.8946,0,U,45226,999,30150,0.0011181,0.00122379,0.0,0.5,0.5,0.5
STARLINK-1221,2020-012BB,2025-07-31T07:41:05.994528,15.33544623,0.0005068,53.0689,231.6304,40.5494,319.5884,0,U,45227,999,30265,0.00033487,0.00010656,0.0,0.5,0.5,0.5
STARLINK-1222,2020-012BC,2025-07-31T11:15:51.378624,15.06393305,0.0001244,53.0548,279.7156,90.8536,269.2595,0,U,45228,999,30194,2.9434e-05,1.57e-06,0.0,0.5,0.5,0.5
STARLINK-1226,2020-012BD,2025-07-31T11:58:19.738848,15.06387704,0.0001203,53.0552,279.5845,100.2403,259.8722,0,U,45229,999,30195,-1.5856e-05,-5.17e-06,0.0,0.5,0.5,0.5
STARLINK-1227,2020-012BE,2025-07-31T19:50:43.015200,15.06387268,0.0001192,53.0553,278.1119,100.0581,260.0542,0,U,45230,999,30212,8.9747e-06,-1.48e-06,0.0,0.5,0.5,0.5
STARLINK-1238,2020-012BH,2025-08-01T06:00:02.000160,15.71676745,0.001476,53.0461,271.1388,315.8114,317.9587,0,U,45233,999,30129,0.00080514,0.00107328,0.0,0.5,0.5,0.5
STARLINK-1246,2020-012BK,2025-07-31T13:49:47.373600,15.06392297,0.0001475,53.058,319.2347,90.7797,269.3361,0,U,45235,999,30153,-4.1229e-05,-8.95e-06,0.0,0.5,0.5,0.5
STARLINK-1247,2020-012BL,2025-07-31T22:00:01.999584,15.71888747,0.0013455,53.0487,252.6862,329.1535,239.5833,0,U,45236,999,565,0.0012694,0.00172223,0.0,0.5,0.5,0.5
STARLINK-1270,2020-012BM,2025-07-31T10:44:01.209408,15.0638858,0.0001157,53.0549,279.8159,90.147,269.9652,0,U,45237,999,30205,2.0089e-05,1.8e-07,0.0,0.5,0.5,0.5
STARLINK-1279,2020-019A,2025-07-31T22:28:36.744096,15.06393676,0.0001381,53.0548,47.6158,81.6804,278.4342,0,U,45360,999,29686,2.0193e-05,1.9e-07,0.0,0.5,0.5,0.5
STARLINK-1301,2020-019B,2025-07-31T20:35:49.610976,15.0639613,0.0001412,53.0556,57.9687,86.4313,273.6837,0,U,45361,999,29672,2.6945e-05,1.2e-06,0.0,0.5,0.5,0.5
STARLINK-1306,2020-019C,2025-08-01T06:00:02.000160,15.32164428,0.0001398,53.0546,75.1481,60.6615,204.1014,0,U,45362,999,29651,0.056672,0.0197249,0.0,0.5,0.5,0.5
STARLINK-1262,2020-019G,2025-07-31T21:20:57.076800,15.06397848,0.0001336,53.0548,77.8262,92.726,267.3882,0,U,45366,999,29645,0.00013478,1.727e-05,0.0,0.5,0.5,0.5
STARLINK-1273,2020-019H,2025-07-31T20:17:14.821152,15.06401352,0.0001227,53.0547,78.0314,91.765,268.348,0,U,45367,999,29644,1.7228e-05,-2.5e-07,0.0,0.5,0.5,0.5
STARLINK-1276,2020-019J,2025-07-31T22:45:51.798816,15.06400383,0.0001718,53.0551,77.5678,112.3941,247.723,0,U,45368,999,29646,0.000141,1.819e-05,0.0,0.5,0.5,0.5
STARLINK-1277,2020-019K,2025-07-31T22:35:22.844832,15.06385946,0.0001461,53.055,78.2284,85.423,274.6926,0,U,45369,999,29645,-1.2435e-05,-4.67e-06,0.0,0.5,0.5,0.5
STARLINK-1281,2020-019L,2025-07-31T20:54:24.555456,15.063923,0.0001094,53.0542,77.9124,100.2204,259.8908,0,U,45370,999,29645,1.0801e-05,-1.2e-06,0.0,0.5,0.5,0.5
STARLINK-1300,2020-019Q,2025-07-31T21:26:15.155808,15.0639402,0.0001345,53.0536,77.8085,92.2859,267.8284,0,U,45374,999,29645,3.7801e-05,2.82e-06,0.0,0.5,0.5,0.5
STARLINK-1302,2020-019R,2025-07-31T20:11:57.057504,15.06398672,0.0001316,53.0549,78.043,99.6661,260.4476,0,U,45375,999,29644,0.00011768,1.472e-05,0.0,0.5,0.5,0.5
STARLINK-1304,2020-019S,2025-07-31T20:38:28.707072,15.06399342,0.0001262,53.0545,77.9596,71.5009,288.6117,0,U,45376,999,29644,-2.0686e-05,-5.89e-06,0.0,0.5,0.5,0.5
STARLINK-1305,2020-019T,2025-07-31T21:15:39.266496,15.06401895,0.0001284,53.0526,77.8447,93.254,266.8596,0,U,45377,999,29645,0.0002235,3.049e-05,0.0,0.5,0.5,0.5
STARLINK-1319,2020-019V,2025-07-31T22:40:33.720672,15.06391274,0.0001718,53.0541,77.5833,84.1051,276.0133,0,U,45379,999,29646,-0.00034882,-5.472e-05,0.0,0.5,0.5,0.5
STARLINK-1258,2020-019X,2025-08-01T06:00:02.000160,15.72672117,0.0005819,53.0503,29.7069,216.8334,45.5475,0,U,45381,999,29714,0.0014021,0.00196512,0.0,0.5,0.5,0.5
STARLINK-1266,2020-019Z,2025-07-31T22:43:12.942912,15.06394676,0.0001283,53.0549,57.5753,95.5092,264.6043,0,U,45383,999,29673,5.1434e-05,4.85e-06,0.0,0.5,0.5,0.5
STARLINK-1267,2020-019AA,2025-07-31T20:46:33.342816,15.06400665,0.0001259,53.0545,58.5929,83.1935,276.9197,0,U,45384,999,29671,6.6703e-06,-1.82e-06,0.0,0.5,0.5,0.5
STARLINK-1272,2020-019AC,2025-07-31T20:57:03.942720,15.06393089,0.0001305,53.0564,57.9062,80.1981,279.9155,0,U,45386,999,29672,2.4477e-05,8.3e-07,0.0,0.5,0.5,0.5
STARLINK-1274,2020-019AD,2025-08-01T00:00:32.520960,15.20933482,0.0002267,53.057,54.2642,189.6105,170.4847,0,U,45387,999,29676,0.0019845,0.00044423,0.0,0.5,0.5,0.5
STARLINK-1280,2020-019AE,2025-07-31T20:43:47.431488,15.06395255,0.0001831,53.0562,77.9464,114.5136,245.6044,0,U,45388,999,29643,-1.4877e-05,-5.03e-06,0.0,0.5,0.5,0.5
STARLINK-1283,2020-019AF,2025-07-31T20:14:35.449440,15.06397555,0.0001206,53.0547,58.0337,91.1457,268.967,0,U,45389,999,29672,5.5953e-06,-1.98e-06,0.0,0.5,0.5,0.5
STARLINK-1284,2020-019AG,2025-07-31T21:12:58.440672,15.06390132,0.0001228,53.0538,57.8537,104.1167,255.9959,0,U,45390,999,29672,-5.1025e-05,-1.041e-05,0.0,0.5,0.5,0.5
STARLINK-1292,2020-019AL,2025-07-31T22:55:46.307712,15.52825358,0.0001736,53.0556,50.4589,216.7425,143.3466,0,U,45394,999,29657,0.0020684,0.00132159,0.0,0.5,0.5,0.5
STARLINK-1297,2020-019AM,2025-07-31T20:30:31.197600,15.06397584,0.0001345,53.054,57.9854,87.0079,273.1064,0,U,45395,999,29648,0.00013835,1.78e-05,0.0,0.5,0.5,0.5
